frame,second,track_id,class_id,class_name,confidence,direction,center_x,center_y
635,21,162,1,car,0.8757084012031555,right,1278.0471801757812,281.7738952636719
637,21,129,1,car,0.9050759077072144,left,650.6001892089844,864.415283203125
679,22,176,1,car,0.8707321286201477,right,1279.9920654296875,562.4080810546875
687,22,175,1,car,0.8305690884590149,right,1277.8310546875,515.5743103027344
712,23,153,1,car,0.8473199605941772,left,651.7850341796875,874.5414733886719
714,23,149,1,car,0.8002645969390869,left,651.6116027832031,577.0436401367188
725,24,180,1,car,0.8710864782333374,right,1278.904296875,558.2552795410156
751,25,182,1,car,0.8624480366706848,right,1278.4190063476562,513.6331329345703
799,26,196,1,car,0.7557989358901978,right,1278.2469482421875,548.6685791015625
814,27,199,1,car,0.8358426690101624,right,1279.7181396484375,508.6842041015625
836,27,204,1,car,0.8763322234153748,left,650.5229797363281,577.2900390625
839,27,222,1,car,0.8953745365142822,bottom,1327.4212646484375,898.5084838867188
846,28,207,1,car,0.8894941806793213,right,1279.9380493164062,277.26793670654297
900,30,214,1,car,0.8148205876350403,right,1277.651123046875,556.3665771484375
902,30,215,1,car,0.7975190877914429,right,1277.616455078125,515.4702606201172
911,30,249,1,car,0.7791157960891724,bottom,1325.2103271484375,899.8443298339844
959,31,230,1,car,0.8002722263336182,right,1278.5728149414062,516.2148132324219
988,32,236,1,car,0.8453167080879211,right,1279.319580078125,552.244140625
991,33,223,1,car,0.8899940848350525,left,650.308837890625,576.8255004882812
1050,35,226,1,car,0.860485851764679,right,1278.9862060546875,265.86676025390625
1057,35,268,1,car,0.7781921029090881,right,1278.8926391601562,516.2636260986328
1065,35,257,1,car,0.8432763814926147,right,1277.7543334960938,554.9620361328125
1109,37,256,1,car,0.9022890329360962,right,1279.3060913085938,272.8831329345703
1238,41,281,1,car,0.8214324712753296,right,1279.8023681640625,271.87195587158203
1336,44,27,1,car,0.8419409394264221,top,910.241943359375,252.08216857910156
1346,44,44,0,bus,0.9182959794998169,bottom,1145.1904296875,899.8954162597656
1355,45,24,1,car,0.9198570847511292,bottom,1098.6227416992188,899.6571044921875
1359,45,52,1,car,0.8740442395210266,top,829.747314453125,250.3963394165039
1366,45,12,1,car,0.8753917813301086,top,871.3327331542969,250.0760726928711
1372,45,60,1,car,0.8932121396064758,bottom,1058.6290893554688,899.125244140625
1386,46,308,1,car,0.817862331867218,right,1279.0402221679688,280.64353942871094
1424,47,22,0,bus,0.9276024103164673,top,791.6002807617188,251.43324279785156
1425,47,59,0,bus,0.896213173866272,bottom,1099.4791870117188,899.3619079589844
1429,47,355,1,car,0.32743364572525024,bottom,1139.9749145507812,896.7388305664062
1431,47,68,1,car,0.9130688309669495,top,909.2910461425781,250.80924224853516
1438,47,8,1,car,0.7625206112861633,top,834.4290466308594,250.38890838623047
1451,48,16,1,car,0.8048321604728699,bottom,1056.61376953125,899.8119506835938
1462,48,31,1,car,0.9192482233047485,top,872.8526000976562,251.10417938232422
1496,49,375,1,car,0.8521144986152649,bottom,1098.2642822265625,898.0171508789062
1504,50,86,1,car,0.9327428340911865,top,908.1192626953125,251.65333557128906
1504,50,371,1,car,0.7956721782684326,bottom,1143.3004760742188,899.3422241210938
1513,50,83,0,bus,0.921433687210083,top,825.1838989257812,250.1791000366211
1516,50,363,1,car,0.744114339351654,bottom,1056.3657836914062,898.2132263183594
1528,50,13,1,car,0.9159302711486816,top,871.6230773925781,250.86341094970703
1557,51,17,1,car,0.754260778427124,top,788.1606750488281,250.34166717529297
1580,52,393,1,car,0.8410237431526184,bottom,1057.41748046875,897.8038330078125
1603,53,390,1,car,0.8975226283073425,top,907.6531372070312,252.4229736328125
1609,53,383,1,car,0.8959137797355652,top,865.932861328125,250.93958282470703
1610,53,389,1,car,0.814663827419281,top,792.1525573730469,252.14788055419922
1610,53,400,1,car,0.7690277099609375,top,830.9802551269531,252.49852752685547
1614,53,408,1,car,0.7820934653282166,bottom,1096.1980590820312,899.0610046386719
1637,54,405,0,bus,0.8848416805267334,bottom,1140.9572143554688,899.9773559570312
1638,54,416,1,car,0.8688374161720276,bottom,1057.5320434570312,898.193115234375
1655,55,410,1,car,0.7982417345046997,top,791.5751342773438,250.4200897216797
1671,55,423,1,car,0.8718633651733398,top,831.5425720214844,251.3966522216797
1677,55,414,1,car,0.8873568177223206,top,866.1814880371094,252.65945434570312
1677,55,422,1,car,0.7795243263244629,top,907.63330078125,251.48343658447266
1705,56,437,1,car,0.7932198643684387,bottom,1095.6552734375,898.1605529785156
1726,57,335,1,car,0.7710629105567932,right,1279.727294921875,274.3219680786133
1728,57,440,1,car,0.8953745365142822,bottom,1052.4306640625,898.1282653808594
1740,58,435,1,car,0.8593853116035461,top,865.6409606933594,252.40506744384766
1762,58,445,1,car,0.9197470545768738,top,905.4961547851562,250.10121154785156
1776,59,450,1,car,0.9049927592277527,bottom,1053.2648315429688,897.25048828125
1794,59,452,1,car,0.9025633335113525,top,870.5957946777344,252.38915252685547
1798,59,455,1,car,0.9113099575042725,top,829.9099426269531,250.85342407226562
1800,60,447,0,bus,0.9275999069213867,top,783.2098693847656,251.33218383789062
1806,60,340,1,car,0.8666203022003174,right,1278.4548950195312,280.6876220703125
1825,60,458,1,car,0.7768958806991577,bottom,1136.8121337890625,899.1820983886719
1832,61,467,1,car,0.8998264670372009,bottom,1096.4141845703125,899.2926940917969
1833,61,459,1,car,0.9080861806869507,top,908.4827575683594,250.2892837524414
1857,61,476,1,car,0.8908883929252625,top,827.8516235351562,252.86402893066406
1859,62,478,1,car,0.9039416909217834,bottom,1051.6725463867188,897.1533813476562
1867,62,474,1,car,0.8916091918945312,top,869.324951171875,253.27996063232422
1890,63,477,0,bus,0.873383641242981,top,783.3042907714844,250.03929901123047
1890,63,484,1,car,0.8621881008148193,bottom,1139.9996948242188,897.9193115234375
1905,63,483,1,car,0.9265860915184021,top,907.9115600585938,250.4220962524414
1905,63,493,1,car,0.917180597782135,bottom,1093.0369262695312,897.7147216796875
1921,64,496,1,car,0.9104834198951721,bottom,1053.0852661132812,897.5975341796875
1922,64,498,1,car,0.9077754020690918,top,832.8975219726562,250.13370513916016
1935,64,495,1,car,0.8882308006286621,top,869.2525939941406,251.54492950439453
1945,64,500,1,car,0.8218439221382141,bottom,1132.7168579101562,898.355224609375
1964,65,501,1,car,0.9035940170288086,top,907.6065368652344,250.9638671875
1969,65,505,1,car,0.8658639192581177,top,790.9354858398438,252.4527587890625
1971,65,507,1,car,0.9028447866439819,top,829.1623840332031,253.31863403320312
1981,66,513,1,car,0.9037371873855591,bottom,1051.701904296875,898.1132507324219
1987,66,514,1,car,0.8751021027565002,bottom,1094.8377075195312,899.563720703125
1989,66,504,1,car,0.918053150177002,top,870.5088195800781,251.7508544921875
1990,66,353,1,car,0.8649019598960876,right,1279.9627075195312,282.9345397949219
2010,67,512,0,bus,0.8764135241508484,bottom,1143.0260009765625,897.9673767089844
2043,68,62,1,car,0.8681639432907104,top,958.1379089355469,251.0596160888672
2047,68,517,1,car,0.9273629188537598,top,870.3910217285156,250.44195556640625
2057,68,521,1,car,0.8587307929992676,bottom,1082.551513671875,898.6244812011719
2061,68,518,1,car,0.921290934085846,top,908.9817199707031,250.05280303955078
2070,69,524,1,car,0.7564815878868103,bottom,1130.329345703125,898.8504638671875
2101,70,530,1,car,0.9282476305961609,top,828.0419311523438,251.10596466064453
2103,70,538,1,car,0.8805691599845886,bottom,1048.6179809570312,898.98291015625
2112,70,529,1,car,0.7649540305137634,top,912.777587890625,251.97262573242188
2118,70,526,1,car,0.9282249212265015,top,874.021240234375,252.32242584228516
2122,70,534,1,car,0.9114931225776672,bottom,1089.5667114257812,898.6490173339844
2126,70,391,1,car,0.8710840344429016,right,1278.5577392578125,277.87677001953125
2154,71,535,1,car,0.8813377618789673,top,867.8707275390625,251.5681381225586
2178,72,539,1,car,0.8916024565696716,top,910.9423522949219,250.3868637084961
2183,72,55,1,car,0.8685351014137268,top,955.5703735351562,251.32201385498047
2214,73,549,1,car,0.9228261709213257,top,871.8526916503906,251.9582290649414
2225,74,554,1,car,0.5606706142425537,bottom,1307.9730834960938,899.7966613769531
2229,74,553,1,car,0.8726353049278259,top,913.6382446289062,252.14346313476562
2285,76,577,1,car,0.9174587726593018,top,830.9834594726562,251.16073608398438
2287,76,575,1,car,0.8941649198532104,top,867.0813598632812,251.9172592163086
2294,76,579,1,car,0.8599652647972107,top,910.1832275390625,250.88674926757812
2312,77,600,1,car,0.9135522842407227,bottom,1056.5103149414062,897.3630676269531
2344,78,596,1,car,0.8405618667602539,top,916.8162231445312,250.56976318359375
2349,78,602,1,car,0.9185765981674194,top,833.7608642578125,252.93706512451172
2371,79,605,0,bus,0.8812252879142761,top,788.7177734375,253.0888442993164
2374,79,604,1,car,0.9358206987380981,top,875.0254211425781,252.5053482055664
2429,81,613,1,car,0.8488825559616089,top,916.1840515136719,252.5150146484375
2433,81,615,1,car,0.9283602237701416,top,875.4541320800781,252.16098022460938
2458,82,630,1,car,0.8798452019691467,top,835.2127075195312,251.50508880615234
2468,82,626,1,car,0.6935222148895264,bottom,1319.4462280273438,899.8979797363281
2473,82,639,1,car,0.9066063165664673,bottom,1092.63720703125,899.3562316894531
2475,82,627,1,car,0.8743464946746826,top,874.3935241699219,252.4205551147461
2476,82,629,1,car,0.4115482270717621,top,912.8180541992188,250.80543518066406
2513,83,638,1,car,0.9181353449821472,top,873.6127319335938,251.17957305908203
2536,84,649,1,car,0.7444025874137878,top,917.1383666992188,250.69718170166016
2582,86,659,1,car,0.911785900592804,top,872.6722412109375,250.61080169677734
2595,86,660,1,car,0.8351470828056335,top,915.8433532714844,252.78455352783203
2725,90,63,1,car,0.8823890686035156,bottom,968.1555480957031,899.8985595703125
2739,91,66,1,car,0.8943663239479065,bottom,1006.4108276367188,899.8492126464844
2828,94,673,1,car,0.8970675468444824,left,650.1329956054688,868.9573059082031
2834,94,85,0,bus,0.9211580753326416,top,957.7739868164062,250.83390045166016
2836,94,126,1,car,0.9164915680885315,bottom,1010.6347351074219,898.4036254882812
2858,95,135,1,car,0.8854880332946777,bottom,967.706298828125,899.5186767578125
2944,98,743,1,car,0.879915714263916,top,619.3033142089844,251.42981719970703
2946,98,736,1,car,0.8660517930984497,bottom,1010.4388122558594,898.5038452148438
2953,98,726,1,car,0.752434492111206,bottom,973.4840393066406,899.3898010253906
2965,98,585,1,car,0.8744317889213562,top,960.1483459472656,252.1132583618164
3036,101,632,1,car,0.845890462398529,top,961.2534484863281,251.96752166748047
3061,102,765,1,car,0.9029961228370667,bottom,1011.4660949707031,899.2996520996094
3077,102,755,1,car,0.8540554642677307,bottom,971.1299438476562,899.3957824707031
3104,103,792,1,car,0.8668847680091858,top,958.9199829101562,252.00389862060547
3138,104,838,1,car,0.595050036907196,bottom,1010.8436889648438,898.7602844238281
3150,105,845,1,car,0.8321724534034729,bottom,965.8019409179688,899.7202758789062
3153,105,829,1,car,0.5506630539894104,right,1279.4490356445312,290.5406494140625
3158,105,843,1,car,0.8201106786727905,top,964.5448913574219,251.46898651123047
3227,107,879,1,car,0.8795734643936157,bottom,966.8358459472656,899.1879272460938
3233,107,877,1,car,0.837264895439148,top,965.0518798828125,251.94891357421875
3270,109,729,1,car,0.7998140454292297,right,1279.855712890625,266.1347198486328
3274,109,828,1,car,0.777016818523407,left,651.3452453613281,877.4523315429688
3311,110,900,0,bus,0.8920438289642334,top,961.4840393066406,251.2606658935547
3313,110,956,1,car,0.3396455645561218,top,607.49560546875,250.38983917236328
3317,110,914,1,car,0.8491694331169128,bottom,968.9652709960938,899.248291015625
3346,111,959,1,car,0.6308684349060059,top,597.4289245605469,250.25397491455078
3367,112,927,1,car,0.7811252474784851,top,967.6873474121094,252.2721176147461
3379,112,938,1,car,0.8731015920639038,top,617.3993530273438,250.95352172851562
3411,113,875,1,car,0.862128734588623,left,650.6253051757812,871.4979858398438
3414,113,967,1,car,0.8526220321655273,top,957.7718811035156,250.88768768310547
3420,114,988,1,car,0.8809214234352112,bottom,1330.463134765625,899.6385192871094
3466,115,1007,1,car,0.8700740337371826,top,967.0790405273438,251.05548095703125
3486,116,919,1,car,0.8678025603294373,left,650.0234375,873.5805969238281
3526,117,1054,1,car,0.8489947319030762,top,621.8429870605469,251.58023071289062
3526,117,1080,1,car,0.8156309127807617,top,964.5248107910156,250.71275329589844
3549,118,960,1,car,0.8585487008094788,left,651.9226379394531,876.41162109375
3600,120,1123,1,car,0.8728645443916321,top,964.9448852539062,251.36700439453125
3603,120,1005,1,car,0.866737961769104,left,650.5231323242188,871.8374938964844
3779,126,104,1,car,0.8530675172805786,right,1279.1484375,446.18247985839844
3814,127,415,1,car,0.8691053986549377,right,1278.2079467773438,410.9804992675781
3815,127,28,1,car,0.7793871164321899,left,650.0703125,660.4830322265625
3843,128,2,1,car,0.8975644111633301,left,652.4021606445312,620.8538818359375
3844,128,3,1,car,0.8297074437141418,left,650.83154296875,700.4948425292969
3848,128,119,1,car,0.6670487523078918,right,1279.8097534179688,483.9734191894531
3864,128,140,1,car,0.9001197814941406,right,1279.4263305664062,448.83567810058594
3868,129,5,1,car,0.8320682644844055,left,652.0187377929688,659.1762084960938
3884,129,465,1,car,0.7785832285881042,right,1277.8672485351562,407.59442138671875
3911,130,4,1,car,0.7948206067085266,left,652.3201904296875,621.238037109375
3917,130,1,1,car,0.8884869813919067,left,650.3809509277344,659.4242248535156
3923,130,158,1,car,0.8610730171203613,right,1278.8892211914062,483.9460754394531
3926,130,18,1,car,0.8616962432861328,left,652.0104064941406,694.9228820800781
3938,131,1197,1,car,0.8792060017585754,top,595.5317687988281,251.11996459960938
3947,131,179,1,car,0.9015885591506958,right,1279.9620971679688,447.50807189941406
3957,132,6,1,car,0.8847193717956543,left,651.3763732910156,615.7768859863281
3989,133,174,1,car,0.8691901564598083,right,1279.96630859375,481.8274383544922
3999,133,251,1,car,0.5556278228759766,left,652.7860412597656,700.745849609375
4010,133,188,1,car,0.8148462176322937,right,1276.8081665039062,440.57781982421875
4036,134,84,1,car,0.7778325080871582,left,651.29833984375,660.8933715820312
4049,135,19,1,car,0.8930953741073608,left,650.5441589355469,617.0195617675781
4060,135,198,1,car,0.8473116159439087,right,1277.3477172851562,479.6391143798828
4061,135,436,1,car,0.6615123748779297,left,651.9039001464844,701.9663391113281
4089,136,208,1,car,0.79790860414505,right,1278.2428588867188,447.67710876464844
4093,136,79,1,car,0.7825278043746948,left,650.0049743652344,661.3479309082031
4121,137,520,1,car,0.8370494246482849,left,650.23193359375,695.1136779785156
4141,138,216,1,car,0.8679899573326111,right,1277.636962890625,480.5947265625
4143,138,43,1,car,0.7803710699081421,left,651.2796936035156,618.7440185546875
4145,138,1256,1,car,0.8251215219497681,bottom,1323.0031127929688,899.9793090820312
4150,138,330,1,car,0.7588664293289185,right,1278.5523071289062,442.1217803955078
4179,139,543,1,car,0.721693217754364,left,650.3045349121094,695.2038879394531
4192,139,225,1,car,0.8483001589775085,right,1278.1466674804688,481.3888244628906
4194,139,89,1,car,0.7712492346763611,left,652.4313659667969,655.240478515625
4212,140,345,1,car,0.861845076084137,right,1278.1550903320312,445.0076446533203
4231,141,100,1,car,0.8520860075950623,left,652.3445739746094,614.1410217285156
4252,141,1305,1,car,0.8613765835762024,bottom,1308.9856567382812,899.729248046875
4265,142,113,1,car,0.8156784176826477,left,651.9111633300781,656.3764343261719
4270,142,641,1,car,0.6547304391860962,left,651.9462585449219,696.1708679199219
4289,143,399,1,car,0.8659078478813171,right,1279.7447509765625,449.3841552734375
4302,143,1286,1,car,0.6480444669723511,right,1278.1388549804688,407.25152587890625
4322,144,127,1,car,0.8788663744926453,left,651.9200744628906,653.6920166015625
4323,144,134,1,car,0.8952925205230713,left,652.3018798828125,614.7293701171875
4334,144,778,1,car,0.8693358898162842,left,650.5086975097656,696.9975891113281
4366,145,1262,1,car,0.8269460201263428,left,652.6181640625,617.3937377929688
4375,145,1254,1,car,0.8349483013153076,right,1276.9287719726562,448.6989288330078
4384,146,1261,1,car,0.8549692630767822,left,651.2716064453125,656.9841613769531
4388,146,1264,1,car,0.8299189805984497,left,651.4922485351562,696.5684204101562
4408,147,261,1,car,0.8720988631248474,right,1278.6151733398438,485.7015686035156
4427,147,1304,1,car,0.8402919173240662,right,1277.5098266601562,447.2909851074219
4433,147,1340,1,car,0.7218654155731201,right,1279.71142578125,408.06781005859375
4439,148,1302,1,car,0.8117570281028748,left,650.5931091308594,660.7253112792969
4453,148,1307,1,car,0.9060661792755127,left,651.2856750488281,613.6219177246094
4462,148,1315,1,car,0.7602201104164124,left,653.2565002441406,696.3598022460938
4517,150,1345,1,car,0.7178849577903748,left,652.1988830566406,692.5313720703125
4520,150,1339,1,car,0.870368242263794,left,652.7218933105469,654.3567810058594
4531,151,1337,1,car,0.8947212100028992,left,652.5290222167969,613.6353454589844
4535,151,997,1,car,0.8652807474136353,right,1276.3024291992188,482.144287109375
4568,152,1357,1,car,0.8841149210929871,left,650.8253784179688,697.7535095214844
4570,152,1363,1,car,0.8483544588088989,left,650.3662719726562,653.8073425292969
4579,152,1366,1,car,0.7928014397621155,left,651.1050415039062,611.9433288574219
4599,153,1355,1,car,0.8918748497962952,right,1277.0963745117188,449.1324005126953
4604,153,1368,1,car,0.9120683073997498,right,1279.698974609375,285.3160858154297
4612,153,1370,1,car,0.7790434956550598,left,650.1015930175781,688.0885314941406
4636,154,1383,1,car,0.7731970548629761,left,651.0570678710938,612.6605834960938
4661,155,1399,1,car,0.798387348651886,left,650.5843505859375,653.5488586425781
4666,155,1402,1,car,0.7594338655471802,left,653.1262512207031,692.6033630371094
4668,155,1381,1,car,0.8658342957496643,right,1276.4149780273438,448.9180603027344
4668,155,1393,1,car,0.872266411781311,right,1279.2838745117188,281.5480651855469
4669,155,1376,1,car,0.7544927000999451,right,1278.9739379882812,485.8619842529297
4689,156,1408,1,car,0.8775843977928162,left,652.3510437011719,615.66259765625
4712,157,1414,1,car,0.7854616045951843,left,650.2126159667969,653.3349609375
4716,157,1423,1,car,0.8271312713623047,left,652.3334350585938,695.3645629882812
4724,157,1412,1,car,0.9067630171775818,right,1277.47021484375,449.1195831298828
4753,158,1437,1,car,0.8450334072113037,left,653.1566772460938,611.2857360839844
4753,158,1489,1,car,0.8322532773017883,bottom,1295.7529296875,899.7882080078125
4772,159,1444,1,car,0.8459500074386597,left,650.9047241210938,693.942138671875
4778,159,1442,1,car,0.8479170799255371,left,652.090087890625,655.0911560058594
4788,159,1445,1,car,0.8454523086547852,right,1275.479248046875,450.65476989746094
4817,160,1440,1,car,0.8744339346885681,right,1278.2800903320312,491.3227844238281
4827,161,1462,1,car,0.6855856776237488,left,652.4733276367188,693.286865234375
4828,161,1460,1,car,0.8241930603981018,left,652.99267578125,610.9889831542969
4834,161,1467,1,car,0.8067419528961182,right,1277.283203125,451.3021697998047
4845,161,1461,1,car,0.8333299160003662,left,651.0093383789062,654.4723815917969
4880,162,1475,1,car,0.8984313607215881,right,1277.9920043945312,488.0000305175781
4885,162,1484,1,car,0.8199800848960876,left,650.1364135742188,613.5973815917969
4891,163,1490,1,car,0.8465303778648376,left,650.5924682617188,656.5850524902344
4908,163,1479,1,car,0.8403780460357666,right,1278.378173828125,282.13868713378906
4910,163,1508,1,car,0.7422781586647034,right,1276.9703369140625,453.61279296875
4935,164,1525,1,car,0.3704506754875183,left,652.7886047363281,696.9929504394531
4940,164,1497,1,car,0.9167082905769348,right,1279.39453125,484.5928955078125
4951,165,1529,1,car,0.7822754979133606,right,1278.2897338867188,452.0046081542969
4957,165,1516,1,car,0.7986604571342468,left,650.586669921875,612.1184997558594
4972,165,1546,1,car,0.765107274055481,left,650.1326904296875,654.5465393066406
4998,166,1544,1,car,0.8386170268058777,right,1279.9688720703125,487.95481872558594
5004,166,1565,1,car,0.5720647573471069,left,651.6662902832031,690.4342041015625
5026,167,1561,1,car,0.8276386260986328,left,652.9384765625,612.8727111816406
5026,167,1563,1,car,0.8312016725540161,left,652.2277221679688,655.5584716796875
5064,168,1567,1,car,0.909710705280304,right,1279.1483764648438,484.16062927246094
5067,169,1553,1,car,0.8487713932991028,right,1278.4429931640625,272.6037826538086
5070,169,1595,1,car,0.864814043045044,right,1278.4868774414062,448.7220001220703
5083,169,1585,1,car,0.7270184755325317,left,651.6028442382812,655.4704895019531
5114,170,1616,1,car,0.8239774703979492,left,652.9067993164062,613.8512573242188
5125,171,1686,1,car,0.8013967871665955,right,1277.3150024414062,446.8400421142578
5141,171,1590,1,car,0.7125744819641113,right,1277.0830688476562,491.2674102783203
5142,171,1633,1,car,0.6269752383232117,right,1279.7021484375,447.3605651855469
5185,173,1604,1,car,0.8939356207847595,right,1277.9169311523438,488.61061096191406
5191,173,1574,1,car,0.9076200127601624,right,1278.9004516601562,280.14183807373047
5242,174,1638,1,car,0.9219909906387329,right,1276.8610229492188,482.7371826171875
5245,175,1672,1,car,0.4458329975605011,right,1275.9194946289062,411.216552734375
5258,175,1684,1,car,0.7722808718681335,right,1278.611572265625,273.3012466430664
5291,176,1718,1,car,0.8658803105354309,right,1277.6708984375,448.25738525390625
5315,177,1685,1,car,0.8901645541191101,right,1279.0595703125,485.57659912109375
5357,178,1758,1,car,0.8847916722297668,right,1277.7649536132812,449.0148010253906
5369,179,1754,1,car,0.8521566390991211,right,1279.5960083007812,490.2771301269531
5407,180,1825,1,car,0.5248399376869202,right,1279.6670532226562,292.8402404785156
5414,180,1782,1,car,0.8637785911560059,right,1279.8295288085938,448.23963928222656
5472,182,1803,1,car,0.8892696499824524,right,1278.5528564453125,450.7434844970703
5483,182,1800,1,car,0.8253690600395203,right,1278.6087036132812,411.79115295410156
5517,184,1821,1,car,0.919184148311615,right,1277.2786254882812,454.1608123779297
5525,184,1818,1,car,0.6224725246429443,right,1277.7907104492188,409.0651092529297
5540,184,297,1,car,0.8831614255905151,right,1278.6746826171875,561.8817443847656
5577,186,1852,1,car,0.9199943542480469,right,1274.9569091796875,452.1350860595703
5596,186,311,1,car,0.8571555018424988,right,1279.872314453125,522.8580627441406
5607,187,1838,1,car,0.8587111830711365,right,1279.4974975585938,477.1703643798828
5650,188,1891,1,car,0.86403489112854,right,1276.6129150390625,446.01466369628906
5669,189,1879,1,car,0.7650003433227539,right,1278.0576782226562,483.96728515625
5671,189,336,1,car,0.8712047934532166,right,1279.298583984375,558.7771606445312
5689,189,1885,1,car,0.7776429057121277,left,650.5481567382812,875.9768371582031
5690,189,1840,1,car,0.6661600470542908,right,1278.4562377929688,257.7652816772461
5700,190,342,1,car,0.8345059156417847,right,1278.9434814453125,523.9225463867188
5702,190,1894,1,car,0.8178771138191223,right,1278.4866943359375,484.04115295410156
5728,191,1906,1,car,0.8661036491394043,right,1277.1574096679688,446.8465270996094
5741,191,347,1,car,0.8203672766685486,right,1278.2570190429688,565.3568725585938
5757,192,349,1,car,0.8228990435600281,right,1279.3817138671875,522.4141387939453
5759,192,1887,1,car,0.7622111439704895,right,1277.1327514648438,256.5642318725586
5760,192,1903,1,car,0.8273745775222778,right,1276.5993041992188,479.5926818847656
5798,193,1917,1,car,0.9141863584518433,right,1278.3696899414062,446.36065673828125
5807,193,1915,1,car,0.7931090593338013,right,1276.259765625,485.85643005371094
5822,194,409,1,car,0.8992239236831665,right,1278.9837646484375,526.201904296875
5835,194,367,1,car,0.8776192665100098,right,1279.9415283203125,569.9342956542969
5850,195,1919,1,car,0.9251922369003296,left,651.0189514160156,865.4287719726562
5891,196,441,1,car,0.8378747701644897,right,1278.5535278320312,531.521728515625
5912,197,402,1,car,0.8252296447753906,right,1278.093505859375,569.8417053222656
5949,198,918,1,car,0.8200769424438477,right,1277.7417602539062,525.0652160644531
5987,199,434,1,car,0.7817491292953491,right,1278.8540649414062,582.0518493652344
6002,200,421,1,car,0.8248196244239807,left,651.744140625,560.1684265136719
6033,201,1092,1,car,0.8280250430107117,right,1278.47607421875,525.1066741943359
6044,201,473,1,car,0.8052564859390259,right,1279.692626953125,579.3104553222656
6081,202,502,1,car,0.8771042823791504,left,650.0824890136719,560.797607421875
6101,203,1921,1,car,0.877493679523468,right,1279.4235229492188,526.29248046875
6127,204,1810,1,car,0.8103129267692566,right,1279.880859375,572.9269104003906
6138,204,612,1,car,0.7755919098854065,left,651.2056884765625,545.8203735351562
6151,205,1949,1,car,0.698308527469635,right,1278.6885375976562,524.2054443359375
6202,206,1990,1,car,0.8143214583396912,right,1277.7798461914062,524.1941833496094
6209,207,697,1,car,0.8100965619087219,left,651.0331420898438,558.3204650878906
6242,208,2017,1,car,0.8703937530517578,right,1279.593994140625,523.7612457275391
6246,208,1993,1,car,0.8611323237419128,right,1279.00927734375,567.9134826660156
6269,209,2056,1,car,0.796018660068512,left,652.0801086425781,859.9911804199219
6282,209,728,1,car,0.7591853141784668,left,650.28564453125,555.0308837890625
6302,210,2055,1,car,0.8828753232955933,right,1277.9548950195312,523.2545471191406
6311,210,2024,1,car,0.7590395212173462,right,1279.43310546875,567.6715393066406
6346,211,2061,1,car,0.8947128653526306,left,651.0261535644531,858.3289184570312
6357,212,1723,1,car,0.8428471088409424,left,650.0801391601562,561.6815490722656
6376,212,2068,1,car,0.7433139681816101,right,1279.8864135742188,572.3538208007812
6389,213,2080,1,car,0.8350037336349487,right,1279.9744262695312,532.1359558105469
6417,214,1778,1,car,0.7843753695487976,left,650.3330993652344,556.9736328125
