second,phase,queue_top,queue_bottom,queue_left,queue_right,total_queue,arrivals_top,arrivals_bottom,arrivals_left,arrivals_right
532,horizontal_green,31,3,0,66,100,0,0,0,0
533,horizontal_green,31,3,0,67,101,0,0,0,2
534,horizontal_green,31,3,0,67,101,0,0,0,1
535,horizontal_green,31,3,0,68,102,0,0,0,2
536,horizontal_green,31,3,0,68,102,0,0,0,1
537,horizontal_green,31,3,0,67,101,0,0,0,0
538,horizontal_green,31,3,0,66,100,0,0,1,0
539,horizontal_green,31,3,0,66,100,0,0,0,1
540,horizontal_yellow,31,3,2,67,103,0,0,2,1
541,horizontal_yellow,31,3,2,70,106,0,0,0,3
542,horizontal_yellow,31,3,2,70,106,0,0,0,0
543,all_red_2,31,3,4,71,109,0,0,2,1
544,vertical_green,30,2,4,73,109,0,0,0,2
545,vertical_green,29,1,6,73,109,0,0,2,0
546,vertical_green,28,0,7,74,109,0,0,1,1
547,vertical_green,27,0,7,75,109,0,0,0,1
548,vertical_green,26,0,8,77,111,0,0,1,2
549,vertical_green,25,0,10,79,114,0,0,2,2
550,vertical_green,24,0,10,80,114,0,0,0,1
551,vertical_green,23,0,11,82,116,0,0,1,2
552,vertical_green,22,0,11,82,115,0,0,0,0
553,vertical_green,21,0,11,83,115,0,0,0,1
554,vertical_green,20,0,11,86,117,0,0,0,3
555,vertical_green,19,0,11,87,117,0,0,0,1
556,vertical_green,18,0,12,88,118,0,0,1,1
557,vertical_green,17,0,13,88,118,0,0,1,0
558,vertical_green,16,0,13,89,118,0,0,0,1
559,vertical_green,15,0,15,90,120,0,0,2,1
560,vertical_green,14,0,16,91,121,0,0,1,1
561,vertical_green,13,0,17,91,121,0,0,1,0
562,vertical_green,12,0,17,93,122,0,0,0,2
563,vertical_green,11,0,18,93,122,0,0,1,0
564,vertical_green,10,0,18,95,123,0,0,0,2
565,vertical_green,9,0,19,96,124,0,0,1,1
566,vertical_green,8,0,19,97,124,0,0,0,1
567,vertical_green,7,0,19,98,124,0,0,0,1
568,vertical_green,6,0,19,99,124,0,0,0,1
569,vertical_green,5,0,19,102,126,0,0,0,3
570,vertical_green,4,0,19,103,126,0,0,0,1
571,vertical_green,3,0,19,104,126,0,0,0,1
572,vertical_green,2,0,19,105,126,0,0,0,1
573,vertical_green,1,0,19,106,126,0,0,0,1
574,vertical_yellow,1,0,19,108,128,0,0,0,2
575,vertical_yellow,1,0,19,108,128,0,0,0,0
576,vertical_yellow,1,0,19,109,129,0,0,0,1
577,all_red_1,1,0,19,111,131,0,0,0,2
578,horizontal_green,1,0,18,112,131,0,0,0,2
579,horizontal_green,1,0,17,112,130,0,0,0,1
580,horizontal_green,1,0,16,112,129,0,0,0,1
581,horizontal_green,1,0,15,111,127,0,0,0,0
582,horizontal_green,1,0,15,111,127,0,0,1,1
583,horizontal_green,1,0,14,110,125,0,0,0,0
584,horizontal_green,1,0,13,109,123,0,0,0,0
585,horizontal_green,1,0,12,108,121,0,0,0,0
586,horizontal_green,1,0,11,109,121,0,0,0,2
587,horizontal_green,1,0,10,108,119,0,0,0,0
588,horizontal_green,1,0,9,107,117,0,0,0,0
589,horizontal_green,1,0,8,108,117,0,0,0,2
590,horizontal_green,1,0,7,107,115,0,0,0,0
591,horizontal_green,1,0,6,108,115,0,0,0,2
592,horizontal_green,1,0,5,107,113,0,0,0,0
593,horizontal_green,1,0,4,108,113,0,0,0,2
594,horizontal_green,1,0,3,107,111,0,0,0,0
595,horizontal_green,1,0,2,108,111,0,0,0,2
596,horizontal_green,1,0,1,108,110,0,0,0,1
597,horizontal_green,1,0,0,108,109,0,0,0,1
598,horizontal_green,1,0,0,107,108,0,0,0,0
599,horizontal_green,1,0,0,106,107,0,0,1,0
600,horizontal_green,1,0,0,105,106,0,0,0,0
601,horizontal_green,1,0,0,104,105,0,0,1,0
602,horizontal_green,1,0,0,103,104,0,0,0,0
603,horizontal_green,1,0,0,102,103,0,0,0,0
604,horizontal_green,1,0,0,101,102,0,0,0,0
605,horizontal_green,1,0,0,100,101,0,0,0,0
606,horizontal_green,1,0,0,99,100,0,0,0,0
607,horizontal_green,1,0,0,98,99,0,0,0,0
608,horizontal_yellow,1,0,0,98,99,0,0,0,0
609,horizontal_yellow,1,0,0,98,99,0,0,0,0
610,horizontal_yellow,1,0,0,98,99,0,0,0,0
611,all_red_2,1,0,0,98,99,0,0,0,0
612,vertical_green,0,0,0,99,99,0,0,0,1
613,vertical_green,0,0,0,99,99,0,0,0,0
614,vertical_green,0,0,0,99,99,0,0,0,0
615,vertical_green,0,0,0,99,99,0,0,0,0
616,vertical_green,0,0,0,99,99,0,0,0,0
617,vertical_green,0,0,0,99,99,0,0,0,0
618,vertical_green,0,0,0,99,99,0,0,0,0
619,vertical_green,0,0,0,99,99,0,0,0,0
620,vertical_green,2,2,0,99,103,3,3,0,0
621,vertical_green,1,1,0,99,101,0,0,0,0
622,vertical_green,0,1,0,99,100,0,1,0,0
623,vertical_green,1,1,0,99,101,2,1,0,0
624,vertical_green,0,1,0,99,100,0,1,0,0
625,vertical_green,1,1,0,99,101,2,1,0,0
626,vertical_green,1,0,0,99,100,1,0,0,0
627,vertical_green,1,1,0,99,101,1,2,0,0
628,vertical_green,3,0,0,99,102,3,0,0,0
629,vertical_green,3,2,0,100,105,1,3,0,1
630,vertical_green,4,2,0,100,106,2,1,0,0
631,vertical_green,5,1,0,100,106,2,0,0,0
632,vertical_green,6,1,0,100,107,2,1,0,0
633,vertical_green,5,4,0,100,109,0,4,0,0
634,vertical_green,4,3,0,100,107,0,0,0,0
635,vertical_green,3,2,0,100,105,0,0,0,0
636,vertical_green,4,2,0,100,106,2,1,0,0
637,vertical_green,3,1,0,100,104,0,0,0,0
638,vertical_green,4,1,0,101,106,2,1,0,1
639,vertical_green,3,0,0,101,104,0,0,0,0
640,vertical_green,4,0,0,101,105,2,1,0,0
641,vertical_green,5,0,0,101,106,2,0,0,0
642,vertical_yellow,6,1,0,101,108,1,1,0,0
643,vertical_yellow,6,1,0,101,108,0,0,0,0
644,vertical_yellow,8,1,0,101,110,2,0,0,0
645,all_red_1,9,1,0,101,111,1,0,0,0
646,horizontal_green,9,1,0,100,110,0,0,0,0
647,horizontal_green,10,2,0,99,111,1,1,0,0
648,horizontal_green,11,2,0,98,111,1,0,0,0
649,horizontal_green,13,2,0,97,112,2,0,0,0
650,horizontal_green,13,2,0,96,111,0,0,0,0
651,horizontal_green,14,3,0,96,113,1,1,0,1
652,horizontal_green,15,3,0,95,113,1,0,0,0
653,horizontal_green,15,3,0,94,112,0,0,0,0
654,horizontal_green,17,3,0,93,113,2,0,0,0
655,horizontal_green,17,3,0,93,113,0,0,0,1
656,horizontal_green,19,3,0,92,114,2,0,0,0
657,horizontal_green,19,3,0,91,113,0,0,0,0
658,horizontal_green,22,3,0,90,115,3,0,0,0
659,horizontal_green,23,3,0,89,115,1,0,0,0
660,horizontal_green,23,3,0,88,114,0,0,0,0
661,horizontal_green,25,4,0,87,116,2,1,0,0
662,horizontal_green,26,4,0,86,116,1,0,0,0
663,horizontal_green,26,4,0,85,115,0,0,0,0
664,horizontal_green,26,4,0,84,114,0,0,0,0
665,horizontal_green,26,4,0,83,113,0,0,0,0
666,horizontal_green,26,4,0,82,112,0,0,0,0
667,horizontal_green,26,4,0,81,111,0,0,0,0
668,horizontal_green,26,4,0,80,110,0,0,0,0
669,horizontal_green,26,4,0,79,109,0,0,0,0
670,horizontal_green,27,4,0,78,109,1,0,0,0
671,horizontal_green,27,6,0,77,110,0,2,0,0
672,horizontal_green,28,7,0,76,111,1,1,0,0
673,horizontal_green,28,7,0,75,110,0,0,0,0
674,horizontal_green,28,7,0,74,109,0,0,0,0
675,horizontal_green,28,7,0,73,108,0,0,0,0
676,horizontal_yellow,29,7,0,73,109,1,0,0,0
677,horizontal_yellow,29,7,0,73,109,0,0,0,0
678,horizontal_yellow,30,8,0,73,111,1,1,0,0
679,all_red_2,30,9,0,73,112,0,1,0,0
680,vertical_green,30,8,0,73,111,1,0,0,0
681,vertical_green,29,7,0,74,110,0,0,0,1
682,vertical_green,29,6,0,74,109,1,0,0,0
683,vertical_green,28,6,0,74,108,0,1,0,0
684,vertical_green,28,6,0,74,108,1,1,0,0
685,vertical_green,27,6,0,74,107,0,1,0,0
686,vertical_green,27,6,0,74,107,1,1,0,0
687,vertical_green,26,6,0,74,106,0,1,0,0
688,vertical_green,26,6,0,74,106,1,1,0,0
689,vertical_green,25,5,0,74,104,0,0,0,0
690,vertical_green,24,4,0,74,102,0,0,0,0
691,vertical_green,24,3,0,74,101,1,0,0,0
692,vertical_green,23,2,0,74,99,0,0,0,0
693,vertical_green,23,1,0,74,98,1,0,0,0
694,vertical_green,22,0,0,74,96,0,0,0,0
695,vertical_green,22,0,0,74,96,1,1,0,0
696,vertical_green,21,0,0,74,95,0,0,0,0
697,vertical_green,20,0,0,74,94,0,0,0,0
698,vertical_green,19,0,0,74,93,0,0,0,0
699,vertical_green,18,0,0,74,92,0,0,0,0
700,vertical_green,17,0,0,74,91,0,0,0,0
701,vertical_green,16,0,0,74,90,0,0,0,0
702,vertical_green,15,0,0,75,90,0,0,0,1
703,vertical_green,14,0,0,75,89,0,0,0,0
704,vertical_green,13,0,0,76,89,0,0,0,1
705,vertical_green,12,0,0,76,88,0,0,0,0
706,vertical_green,11,0,0,78,89,0,0,0,2
707,vertical_green,10,0,0,78,88,0,0,0,0
708,vertical_green,9,0,0,78,87,0,0,0,0
709,vertical_green,8,0,1,79,88,0,1,1,1
710,vertical_yellow,8,0,2,79,89,0,0,1,0
711,vertical_yellow,8,0,2,80,90,0,0,0,1
712,vertical_yellow,8,0,2,80,90,0,0,0,0
713,all_red_1,8,0,2,81,91,0,0,0,1
714,horizontal_green,8,0,1,81,90,0,0,0,1
715,horizontal_green,8,0,0,82,90,0,0,0,2
716,horizontal_green,8,0,0,81,89,0,0,1,0
717,horizontal_green,8,0,0,80,88,0,0,1,0
718,horizontal_green,8,0,0,81,89,0,0,0,2
719,horizontal_green,8,0,0,80,88,0,0,1,0
720,horizontal_green,8,0,0,81,89,0,0,1,2
721,horizontal_green,8,0,0,81,89,0,0,1,1
722,horizontal_green,8,0,0,81,89,0,0,1,1
723,horizontal_green,8,0,0,80,88,0,0,0,0
724,horizontal_green,8,0,0,80,88,0,0,0,1
725,horizontal_green,8,0,0,79,87,0,0,0,0
726,horizontal_green,8,0,0,79,87,0,0,0,1
727,horizontal_green,8,0,0,79,87,0,0,0,1
728,horizontal_green,8,0,0,78,86,0,0,0,0
729,horizontal_green,8,0,0,78,86,0,0,0,1
730,horizontal_green,8,0,1,77,86,0,0,2,0
731,horizontal_green,8,0,1,78,87,0,0,1,2
732,horizontal_green,8,0,0,77,85,0,0,0,0
733,horizontal_green,8,0,0,78,86,0,0,0,2
734,horizontal_green,8,0,0,78,86,0,0,0,1
735,horizontal_green,8,0,0,78,86,0,0,0,1
736,horizontal_green,8,0,0,79,87,0,0,1,2
737,horizontal_green,8,0,0,78,86,0,0,0,0
738,horizontal_green,8,1,0,78,87,0,1,0,1
739,horizontal_green,8,1,0,78,87,0,0,0,1
740,horizontal_green,8,1,0,77,86,0,0,0,0
741,horizontal_green,8,1,0,76,85,0,0,1,0
742,horizontal_green,8,1,0,77,86,0,0,1,2
743,horizontal_green,8,1,0,77,86,0,0,0,1
744,horizontal_yellow,8,1,0,77,86,0,0,0,0
745,horizontal_yellow,8,1,1,78,88,0,0,1,1
746,horizontal_yellow,8,1,2,78,89,0,0,1,0
747,all_red_2,8,1,2,79,90,0,0,0,1
748,vertical_green,7,0,2,81,90,0,0,0,2
749,vertical_green,6,0,2,82,90,0,0,0,1
750,vertical_green,5,0,2,82,89,0,0,0,0
751,vertical_green,4,0,2,82,88,0,0,0,0
752,vertical_green,3,0,3,83,89,0,0,1,1
753,vertical_green,2,0,6,83,91,0,0,3,0
754,vertical_green,1,0,6,84,91,0,0,0,1
755,vertical_green,0,0,6,85,91,0,0,0,1
756,vertical_green,0,0,6,85,91,0,0,0,0
757,vertical_green,0,0,6,85,91,0,0,0,0
758,vertical_green,0,0,6,86,92,0,0,0,1
759,vertical_green,0,0,6,86,92,0,0,0,0
760,vertical_green,0,0,6,87,93,0,0,0,1
761,vertical_green,0,0,7,89,96,0,0,1,2
762,vertical_green,0,0,7,89,96,0,0,0,0
763,vertical_green,0,0,7,92,99,0,0,0,3
764,vertical_green,0,0,7,92,99,0,1,0,0
765,vertical_green,0,0,7,94,101,0,0,0,2
766,vertical_green,0,0,7,95,102,0,0,0,1
767,vertical_green,0,0,7,98,105,0,0,0,3
768,vertical_green,0,0,7,100,107,0,0,0,2
769,vertical_green,0,0,7,101,108,0,0,0,1
770,vertical_green,0,0,7,102,109,0,0,0,1
771,vertical_green,0,0,7,104,111,0,0,0,2
772,vertical_green,0,0,7,104,111,0,0,0,0
773,vertical_green,0,0,7,105,112,0,0,0,1
774,vertical_green,0,0,7,105,112,0,0,0,0
775,vertical_green,0,0,8,108,116,0,0,1,3
776,vertical_green,0,0,8,108,116,0,0,0,0
777,vertical_green,0,0,8,110,118,0,0,0,2
778,vertical_yellow,0,0,10,110,120,0,0,2,0
779,vertical_yellow,0,0,10,112,122,0,0,0,2
780,vertical_yellow,0,0,10,112,122,0,0,0,0
781,all_red_1,0,0,11,114,125,0,0,1,2
782,horizontal_green,0,0,10,113,123,0,0,0,0
783,horizontal_green,0,0,9,113,122,0,0,0,1
784,horizontal_green,0,0,9,113,122,0,0,1,1
785,horizontal_green,0,0,8,112,120,0,0,0,0
786,horizontal_green,0,0,8,111,119,0,0,1,0
787,horizontal_green,0,0,7,111,118,0,0,0,1
788,horizontal_green,0,0,6,112,118,0,0,0,2
789,horizontal_green,0,1,5,111,117,0,1,0,0
790,horizontal_green,0,1,5,110,116,0,0,1,0
791,horizontal_green,0,1,4,110,115,0,0,0,1
792,horizontal_green,0,1,3,109,113,0,0,0,0
793,horizontal_green,0,1,2,108,111,0,0,0,0
794,horizontal_green,0,1,2,108,111,0,0,1,1
795,horizontal_green,0,1,1,108,110,0,0,0,1
796,horizontal_green,0,1,0,109,110,0,0,0,2
797,horizontal_green,0,1,0,109,110,0,0,0,1
798,horizontal_green,1,1,0,108,110,1,0,0,0
799,horizontal_green,1,1,0,107,109,0,0,0,0
800,horizontal_green,1,1,0,106,108,0,0,0,0
801,horizontal_green,1,1,0,106,108,0,0,0,1
802,horizontal_green,1,1,0,106,108,0,0,0,1
803,horizontal_green,1,1,0,105,107,0,0,0,0
804,horizontal_green,1,1,0,104,106,0,0,0,0
805,horizontal_green,1,1,0,104,106,0,0,0,1
806,horizontal_green,1,1,0,104,106,0,0,0,1
807,horizontal_green,1,1,0,103,105,0,0,0,0
808,horizontal_green,1,1,0,102,104,0,0,0,0
809,horizontal_green,1,1,0,101,103,0,0,0,0
810,horizontal_green,1,2,0,100,103,0,1,0,0
811,horizontal_green,1,3,0,99,103,0,1,0,0
812,horizontal_yellow,1,3,0,99,103,0,0,0,0
813,horizontal_yellow,3,4,0,99,106,2,1,0,0
814,horizontal_yellow,4,4,0,99,107,1,0,0,0
815,all_red_2,5,4,0,99,108,1,0,0,0
816,vertical_green,4,6,0,99,109,0,3,0,0
817,vertical_green,8,5,0,99,112,5,0,0,0
818,vertical_green,7,6,0,99,112,0,2,0,0
819,vertical_green,9,5,0,99,113,3,0,0,0
820,vertical_green,8,4,0,99,111,0,0,0,0
821,vertical_green,10,3,0,99,112,3,0,0,0
822,vertical_green,9,3,0,99,111,0,1,0,0
823,vertical_green,9,4,0,99,112,1,2,0,0
824,vertical_green,9,3,0,99,111,1,0,0,0
825,vertical_green,10,2,0,99,111,2,0,0,0
826,vertical_green,10,3,0,99,112,1,2,0,0
827,vertical_green,11,3,0,99,113,2,1,0,0
828,vertical_green,11,3,0,99,113,1,1,0,0
829,vertical_green,11,3,0,99,113,1,1,0,0
830,vertical_green,10,3,0,99,112,0,1,0,0
831,vertical_green,9,2,0,99,110,0,0,0,0
