second,phase,queue_top,queue_bottom,queue_left,queue_right,total_queue,arrivals_top,arrivals_bottom,arrivals_left,arrivals_right
513,horizontal_green,36,3,0,24,63,1,0,1,1
514,horizontal_green,36,3,1,24,64,0,0,2,1
515,horizontal_green,36,3,1,24,64,0,0,1,1
516,horizontal_green,36,3,0,24,63,0,0,0,1
517,horizontal_green,36,4,1,24,65,0,1,2,1
518,horizontal_green,36,4,0,24,64,0,0,0,1
519,horizontal_green,36,4,1,24,65,0,0,2,1
520,horizontal_green,36,4,0,24,64,0,0,0,1
521,horizontal_green,36,4,0,24,64,0,0,0,1
522,horizontal_green,36,4,0,25,65,0,0,0,2
523,horizontal_green,36,4,1,25,66,0,0,2,1
524,horizontal_green,36,4,0,24,64,0,0,0,0
525,horizontal_green,36,4,0,25,65,0,0,0,2
526,horizontal_green,36,4,0,24,64,0,0,1,0
527,horizontal_green,36,4,0,25,65,0,0,0,2
528,horizontal_green,36,4,1,24,65,0,0,2,0
529,horizontal_green,36,4,0,23,63,0,0,0,0
530,horizontal_green,36,4,0,24,64,0,0,0,2
531,horizontal_green,36,4,1,24,65,0,0,2,1
532,horizontal_green,36,4,0,23,63,0,0,0,0
533,horizontal_green,36,4,0,24,64,0,0,0,2
534,horizontal_green,36,4,0,24,64,0,0,0,1
535,horizontal_green,36,4,0,25,65,0,0,0,2
536,horizontal_green,36,4,0,25,65,0,0,0,1
537,horizontal_green,36,4,0,24,64,0,0,0,0
538,horizontal_green,36,4,0,23,63,0,0,1,0
539,horizontal_green,36,4,0,23,63,0,0,0,1
540,horizontal_green,36,4,1,23,64,0,0,2,1
541,horizontal_green,36,4,0,25,65,0,0,0,3
542,horizontal_green,36,4,0,24,64,0,0,0,0
543,horizontal_green,36,4,1,24,65,0,0,2,1
544,horizontal_green,36,4,0,25,65,0,0,0,2
545,horizontal_green,36,4,1,24,65,0,0,2,0
546,horizontal_green,36,4,1,24,65,0,0,1,1
547,horizontal_green,36,4,0,24,64,0,0,0,1
548,horizontal_green,36,4,0,25,65,0,0,1,2
549,horizontal_green,36,4,1,26,67,0,0,2,2
550,horizontal_green,36,4,0,26,66,0,0,0,1
551,horizontal_green,36,4,0,27,67,0,0,1,2
552,horizontal_green,36,4,0,26,66,0,0,0,0
553,horizontal_green,36,4,0,26,66,0,0,0,1
554,horizontal_green,36,4,0,28,68,0,0,0,3
555,horizontal_green,36,4,0,28,68,0,0,0,1
556,horizontal_green,36,4,0,28,68,0,0,1,1
557,horizontal_green,36,4,0,27,67,0,0,1,0
558,horizontal_green,36,4,0,27,67,0,0,0,1
559,horizontal_green,36,4,1,27,68,0,0,2,1
560,horizontal_green,36,4,1,27,68,0,0,1,1
561,horizontal_green,36,4,1,26,67,0,0,1,0
562,horizontal_green,36,4,0,27,67,0,0,0,2
563,horizontal_green,36,4,0,26,66,0,0,1,0
564,horizontal_green,36,4,0,27,67,0,0,0,2
565,horizontal_green,36,4,0,27,67,0,0,1,1
566,horizontal_green,36,4,0,27,67,0,0,0,1
567,horizontal_yellow,36,4,0,28,68,0,0,0,1
568,horizontal_yellow,36,4,0,29,69,0,0,0,1
569,all_red_1,36,4,0,32,72,0,0,0,3
570,vertical_green,35,3,0,33,71,0,0,0,1
571,vertical_green,34,2,0,34,70,0,0,0,1
572,vertical_green,33,1,0,35,69,0,0,0,1
573,vertical_green,32,0,0,36,68,0,0,0,1
574,vertical_green,31,0,0,38,69,0,0,0,2
575,vertical_green,30,0,0,38,68,0,0,0,0
576,vertical_green,29,0,0,39,68,0,0,0,1
577,vertical_green,28,0,0,41,69,0,0,0,2
578,vertical_green,27,0,0,43,70,0,0,0,2
579,vertical_green,26,0,0,44,70,0,0,0,1
580,vertical_green,25,0,0,45,70,0,0,0,1
581,vertical_green,24,0,0,45,69,0,0,0,0
582,vertical_green,23,0,1,46,70,0,0,1,1
583,vertical_green,22,0,1,46,69,0,0,0,0
584,vertical_green,21,0,1,46,68,0,0,0,0
585,vertical_green,20,0,1,46,67,0,0,0,0
586,vertical_green,19,0,1,48,68,0,0,0,2
587,vertical_green,18,0,1,48,67,0,0,0,0
588,vertical_green,17,0,1,48,66,0,0,0,0
589,vertical_green,16,0,1,50,67,0,0,0,2
590,vertical_green,15,0,1,50,66,0,0,0,0
591,vertical_green,14,0,1,52,67,0,0,0,2
592,vertical_green,13,0,1,52,66,0,0,0,0
593,vertical_green,12,0,1,54,67,0,0,0,2
594,vertical_green,11,0,1,54,66,0,0,0,0
595,vertical_green,10,0,1,56,67,0,0,0,2
596,vertical_green,9,0,1,57,67,0,0,0,1
597,vertical_green,8,0,1,58,67,0,0,0,1
598,vertical_green,7,0,1,58,66,0,0,0,0
599,vertical_green,6,0,2,58,66,0,0,1,0
600,vertical_green,5,0,2,58,65,0,0,0,0
601,vertical_green,4,0,3,58,65,0,0,1,0
602,vertical_green,3,0,3,58,64,0,0,0,0
603,vertical_green,2,0,3,58,63,0,0,0,0
604,vertical_green,1,0,3,58,62,0,0,0,0
605,vertical_green,0,0,3,58,61,0,0,0,0
606,vertical_green,0,0,3,58,61,0,0,0,0
607,vertical_green,0,0,3,58,61,0,0,0,0
608,vertical_green,0,0,3,58,61,0,0,0,0
609,vertical_yellow,0,0,3,58,61,0,0,0,0
610,vertical_yellow,0,0,3,58,61,0,0,0,0
611,all_red_2,0,0,3,58,61,0,0,0,0
612,horizontal_green,0,0,2,58,60,0,0,0,1
613,horizontal_green,0,0,1,57,58,0,0,0,0
614,horizontal_green,0,0,0,56,56,0,0,0,0
615,horizontal_green,0,0,0,55,55,0,0,0,0
616,horizontal_green,0,0,0,54,54,0,0,0,0
617,horizontal_green,0,0,0,53,53,0,0,0,0
618,horizontal_green,0,0,0,52,52,0,0,0,0
619,horizontal_green,0,0,0,51,51,0,0,0,0
620,horizontal_green,3,3,0,50,56,3,3,0,0
621,horizontal_green,3,3,0,49,55,0,0,0,0
622,horizontal_green,3,4,0,48,55,0,1,0,0
623,horizontal_green,5,5,0,47,57,2,1,0,0
624,horizontal_green,5,6,0,46,57,0,1,0,0
625,horizontal_green,7,7,0,45,59,2,1,0,0
626,horizontal_green,8,7,0,44,59,1,0,0,0
627,horizontal_green,9,9,0,43,61,1,2,0,0
628,horizontal_green,12,9,0,42,63,3,0,0,0
629,horizontal_green,13,12,0,42,67,1,3,0,1
630,horizontal_green,15,13,0,41,69,2,1,0,0
631,horizontal_green,17,13,0,40,70,2,0,0,0
632,horizontal_green,19,14,0,39,72,2,1,0,0
633,horizontal_green,19,18,0,38,75,0,4,0,0
634,horizontal_green,19,18,0,37,74,0,0,0,0
635,horizontal_green,19,18,0,36,73,0,0,0,0
636,horizontal_green,21,19,0,35,75,2,1,0,0
637,horizontal_green,21,19,0,34,74,0,0,0,0
638,horizontal_green,23,20,0,34,77,2,1,0,1
639,horizontal_green,23,20,0,33,76,0,0,0,0
640,horizontal_green,25,21,0,32,78,2,1,0,0
641,horizontal_green,27,21,0,31,79,2,0,0,0
642,horizontal_green,28,22,0,30,80,1,1,0,0
643,horizontal_green,28,22,0,29,79,0,0,0,0
644,horizontal_green,30,22,0,28,80,2,0,0,0
645,horizontal_green,31,22,0,27,80,1,0,0,0
646,horizontal_green,31,22,0,26,79,0,0,0,0
647,horizontal_green,32,23,0,25,80,1,1,0,0
648,horizontal_green,33,23,0,24,80,1,0,0,0
649,horizontal_green,35,23,0,23,81,2,0,0,0
650,horizontal_green,35,23,0,22,80,0,0,0,0
651,horizontal_green,36,24,0,22,82,1,1,0,1
652,horizontal_green,37,24,0,21,82,1,0,0,0
653,horizontal_green,37,24,0,20,81,0,0,0,0
654,horizontal_green,39,24,0,19,82,2,0,0,0
655,horizontal_green,39,24,0,19,82,0,0,0,1
656,horizontal_green,41,24,0,18,83,2,0,0,0
657,horizontal_green,41,24,0,17,82,0,0,0,0
658,horizontal_green,44,24,0,16,84,3,0,0,0
659,horizontal_green,45,24,0,15,84,1,0,0,0
660,horizontal_green,45,24,0,14,83,0,0,0,0
661,horizontal_green,47,25,0,13,85,2,1,0,0
662,horizontal_green,48,25,0,12,85,1,0,0,0
663,horizontal_green,48,25,0,11,84,0,0,0,0
664,horizontal_green,48,25,0,10,83,0,0,0,0
665,horizontal_green,48,25,0,9,82,0,0,0,0
666,horizontal_green,48,25,0,8,81,0,0,0,0
667,horizontal_green,48,25,0,7,80,0,0,0,0
668,horizontal_green,48,25,0,6,79,0,0,0,0
669,horizontal_yellow,48,25,0,6,79,0,0,0,0
670,horizontal_yellow,49,25,0,6,80,1,0,0,0
671,all_red_1,49,27,0,6,82,0,2,0,0
672,vertical_green,49,27,0,6,82,1,1,0,0
673,vertical_green,48,26,0,6,80,0,0,0,0
674,vertical_green,47,25,0,6,78,0,0,0,0
675,vertical_green,46,24,0,6,76,0,0,0,0
676,vertical_green,46,23,0,6,75,1,0,0,0
677,vertical_green,45,22,0,6,73,0,0,0,0
678,vertical_green,45,22,0,6,73,1,1,0,0
679,vertical_green,44,22,0,6,72,0,1,0,0
680,vertical_green,44,21,0,6,71,1,0,0,0
681,vertical_green,43,20,0,7,70,0,0,0,1
682,vertical_green,43,19,0,7,69,1,0,0,0
683,vertical_green,42,19,0,7,68,0,1,0,0
684,vertical_green,42,19,0,7,68,1,1,0,0
685,vertical_green,41,19,0,7,67,0,1,0,0
686,vertical_green,41,19,0,7,67,1,1,0,0
687,vertical_green,40,19,0,7,66,0,1,0,0
688,vertical_green,40,19,0,7,66,1,1,0,0
689,vertical_green,39,18,0,7,64,0,0,0,0
690,vertical_green,38,17,0,7,62,0,0,0,0
691,vertical_green,38,16,0,7,61,1,0,0,0
692,vertical_green,37,15,0,7,59,0,0,0,0
693,vertical_green,37,14,0,7,58,1,0,0,0
694,vertical_green,36,13,0,7,56,0,0,0,0
695,vertical_green,36,13,0,7,56,1,1,0,0
696,vertical_green,35,12,0,7,54,0,0,0,0
697,vertical_green,34,11,0,7,52,0,0,0,0
698,vertical_green,33,10,0,7,50,0,0,0,0
699,vertical_green,32,9,0,7,48,0,0,0,0
700,vertical_green,31,8,0,7,46,0,0,0,0
701,vertical_green,30,7,0,7,44,0,0,0,0
702,vertical_green,29,6,0,8,43,0,0,0,1
703,vertical_green,28,5,0,8,41,0,0,0,0
704,vertical_green,27,4,0,9,40,0,0,0,1
705,vertical_green,26,3,0,9,38,0,0,0,0
706,vertical_green,25,2,0,11,38,0,0,0,2
707,vertical_green,24,1,0,11,36,0,0,0,0
708,vertical_green,23,0,0,11,34,0,0,0,0
709,vertical_green,22,0,1,12,35,0,1,1,1
710,vertical_green,21,0,2,12,35,0,0,1,0
711,vertical_yellow,21,0,2,13,36,0,0,0,1
712,vertical_yellow,21,0,2,13,36,0,0,0,0
713,all_red_2,21,0,2,14,37,0,0,0,1
714,horizontal_green,21,0,1,14,36,0,0,0,1
715,horizontal_green,21,0,0,15,36,0,0,0,2
716,horizontal_green,21,0,0,14,35,0,0,1,0
717,horizontal_green,21,0,0,13,34,0,0,1,0
718,horizontal_green,21,0,0,14,35,0,0,0,2
719,horizontal_green,21,0,0,13,34,0,0,1,0
720,horizontal_green,21,0,0,14,35,0,0,1,2
721,horizontal_green,21,0,0,14,35,0,0,1,1
722,horizontal_green,21,0,0,14,35,0,0,1,1
723,horizontal_green,21,0,0,13,34,0,0,0,0
724,horizontal_green,21,0,0,13,34,0,0,0,1
725,horizontal_green,21,0,0,12,33,0,0,0,0
726,horizontal_green,21,0,0,12,33,0,0,0,1
727,horizontal_green,21,0,0,12,33,0,0,0,1
728,horizontal_green,21,0,0,11,32,0,0,0,0
729,horizontal_green,21,0,0,11,32,0,0,0,1
730,horizontal_green,21,0,1,10,32,0,0,2,0
731,horizontal_green,21,0,1,11,33,0,0,1,2
732,horizontal_green,21,0,0,10,31,0,0,0,0
733,horizontal_green,21,0,0,11,32,0,0,0,2
734,horizontal_green,21,0,0,11,32,0,0,0,1
735,horizontal_green,21,0,0,11,32,0,0,0,1
736,horizontal_green,21,0,0,12,33,0,0,1,2
737,horizontal_green,21,0,0,11,32,0,0,0,0
738,horizontal_green,21,1,0,11,33,0,1,0,1
739,horizontal_green,21,1,0,11,33,0,0,0,1
740,horizontal_green,21,1,0,10,32,0,0,0,0
741,horizontal_green,21,1,0,9,31,0,0,1,0
742,horizontal_green,21,1,0,10,32,0,0,1,2
743,horizontal_green,21,1,0,10,32,0,0,0,1
744,horizontal_green,21,1,0,9,31,0,0,0,0
745,horizontal_green,21,1,0,9,31,0,0,1,1
746,horizontal_green,21,1,0,8,30,0,0,1,0
747,horizontal_green,21,1,0,8,30,0,0,0,1
748,horizontal_green,21,1,0,9,31,0,0,0,2
749,horizontal_green,21,1,0,9,31,0,0,0,1
750,horizontal_green,21,1,0,8,30,0,0,0,0
751,horizontal_green,21,1,0,7,29,0,0,0,0
752,horizontal_green,21,1,0,7,29,0,0,1,1
753,horizontal_green,21,1,2,6,30,0,0,3,0
754,horizontal_green,21,1,1,6,29,0,0,0,1
755,horizontal_green,21,1,0,6,28,0,0,0,1
756,horizontal_green,21,1,0,5,27,0,0,0,0
757,horizontal_green,21,1,0,4,26,0,0,0,0
758,horizontal_green,21,1,0,4,26,0,0,0,1
759,horizontal_green,21,1,0,3,25,0,0,0,0
760,horizontal_green,21,1,0,3,25,0,0,0,1
761,horizontal_green,21,1,0,4,26,0,0,1,2
762,horizontal_green,21,1,0,3,25,0,0,0,0
763,horizontal_green,21,1,0,5,27,0,0,0,3
764,horizontal_green,21,2,0,4,27,0,1,0,0
765,horizontal_green,21,2,0,5,28,0,0,0,2
766,horizontal_green,21,2,0,5,28,0,0,0,1
767,horizontal_green,21,2,0,7,30,0,0,0,3
768,horizontal_green,21,2,0,8,31,0,0,0,2
769,horizontal_green,21,2,0,8,31,0,0,0,1
770,horizontal_green,21,2,0,8,31,0,0,0,1
771,horizontal_yellow,21,2,0,10,33,0,0,0,2
772,horizontal_yellow,21,2,0,10,33,0,0,0,0
773,all_red_1,21,2,0,11,34,0,0,0,1
774,vertical_green,20,1,0,11,32,0,0,0,0
775,vertical_green,19,0,1,14,34,0,0,1,3
776,vertical_green,18,0,1,14,33,0,0,0,0
777,vertical_green,17,0,1,16,34,0,0,0,2
778,vertical_green,16,0,3,16,35,0,0,2,0
779,vertical_green,15,0,3,18,36,0,0,0,2
780,vertical_green,14,0,3,18,35,0,0,0,0
781,vertical_green,13,0,4,20,37,0,0,1,2
782,vertical_green,12,0,4,20,36,0,0,0,0
783,vertical_green,11,0,4,21,36,0,0,0,1
784,vertical_green,10,0,5,22,37,0,0,1,1
785,vertical_green,9,0,5,22,36,0,0,0,0
786,vertical_green,8,0,6,22,36,0,0,1,0
787,vertical_green,7,0,6,23,36,0,0,0,1
788,vertical_green,6,0,6,25,37,0,0,0,2
789,vertical_green,5,0,6,25,36,0,1,0,0
790,vertical_green,4,0,7,25,36,0,0,1,0
791,vertical_green,3,0,7,26,36,0,0,0,1
792,vertical_green,2,0,7,26,35,0,0,0,0
793,vertical_green,1,0,7,26,34,0,0,0,0
794,vertical_green,0,0,8,27,35,0,0,1,1
795,vertical_green,0,0,8,28,36,0,0,0,1
796,vertical_green,0,0,8,30,38,0,0,0,2
797,vertical_green,0,0,8,31,39,0,0,0,1
798,vertical_green,0,0,8,31,39,1,0,0,0
799,vertical_green,0,0,8,31,39,0,0,0,0
800,vertical_green,0,0,8,31,39,0,0,0,0
801,vertical_green,0,0,8,32,40,0,0,0,1
802,vertical_green,0,0,8,33,41,0,0,0,1
803,vertical_green,0,0,8,33,41,0,0,0,0
804,vertical_green,0,0,8,33,41,0,0,0,0
805,vertical_green,0,0,8,34,42,0,0,0,1
806,vertical_green,0,0,8,35,43,0,0,0,1
807,vertical_green,0,0,8,35,43,0,0,0,0
808,vertical_green,0,0,8,35,43,0,0,0,0
809,vertical_green,0,0,8,35,43,0,0,0,0
810,vertical_green,0,0,8,35,43,0,1,0,0
811,vertical_green,0,0,8,35,43,0,1,0,0
812,vertical_green,0,0,8,35,43,0,0,0,0
813,vertical_yellow,2,1,8,35,46,2,1,0,0
814,vertical_yellow,3,1,8,35,47,1,0,0,0
815,all_red_2,4,1,8,35,48,1,0,0,0
816,horizontal_green,4,4,7,34,49,0,3,0,0
817,horizontal_green,9,4,6,33,52,5,0,0,0
818,horizontal_green,9,6,5,32,52,0,2,0,0
819,horizontal_green,12,6,4,31,53,3,0,0,0
820,horizontal_green,12,6,3,30,51,0,0,0,0
821,horizontal_green,15,6,2,29,52,3,0,0,0
822,horizontal_green,15,7,1,28,51,0,1,0,0
823,horizontal_green,16,9,0,27,52,1,2,0,0
824,horizontal_green,17,9,0,26,52,1,0,0,0
825,horizontal_green,19,9,0,25,53,2,0,0,0
826,horizontal_green,20,11,0,24,55,1,2,0,0
827,horizontal_green,22,12,0,23,57,2,1,0,0
828,horizontal_green,23,13,0,22,58,1,1,0,0
829,horizontal_green,24,14,0,21,59,1,1,0,0
830,horizontal_green,24,15,0,20,59,0,1,0,0
831,horizontal_green,24,15,0,19,58,0,0,0,0
